
YEAR        MONTH       DAY         SMOOTHED_SALES                   
       2014           9          11                         991774.24
       2014           9          12                        1000192.31
       2014           9          13                        1006033.69
       2014           9          14                        1011107.32
       2014           9          15                        1014953.25
       2014           9          16                        1015908.82
       2014           9          17                        1014239.33
       2014           9          18                        1010985.36
       2014           9          19                        1006036.73
       2014           9          20                         998264.00
       2014           9          21                         989502.60
       2014           9          22                         979395.18
       2014           9          23                         965829.93
       2014           9          24                         951992.55
       2014           9          25                         936131.26
       2014           9          26                         918145.10
       2014           9          27                         899161.29
       2014           9          28                         878915.33
       2014           9          29                         857684.35
       2014           9          30                         834551.24
       2014          10           1                         811201.34
       2014          10           2                         785715.51
       2014          10           3                         759679.75
       2014          10           4                         733422.31
       2014          10           5                         706903.53
       2014          10           6                         680888.32
       2014          10           7                         654128.36
       2014          10           8                         625783.19
       2014          10           9                         598815.93
       2014          10          10                         571604.96
       2014          10          11                         544812.06
       2014          10          12                         517806.66
       2014          10          13                         491380.83
       2014          10          14                         466152.30
       2014          10          15                         441206.44
       2014          10          16                         415973.97
       2014          10          17                         392499.62
       2014          10          18                         369911.26
       2014          10          19                         347735.02
       2014          10          20                         325859.94
       2014          10          21                         305006.61
       2014          10          22                         284634.82
       2014          10          23                         265393.76
       2014          10          24                         247547.82
       2014          10          25                         229984.09
       2014          10          26                         213559.57
       2014          10          27                         198080.46
       2014          10          28                         183171.27
       2014          10          29                         169647.45
       2014          10          30                         156967.53
       2014          10          31                         145294.03
       2014          11           1                         134693.38
       2014          11           2                         125008.55
       2014          11           3                         116008.06
       2014          11           4                         107341.24
       2014          11           5                          99953.92
       2014          11           6                          93245.75
       2014          11           7                          86962.18
       2014          11           8                          82287.31
       2014          11           9                          77842.85
       2014          11          10                          74395.24
       2014          11          11                          71256.74
       2014          11          12                          69193.76
       2014          11          13                          68076.56
       2014          11          14                          67847.06
       2014          11          15                          68470.22
       2014          11          16                          70007.81
       2014          11          17                          73125.08
       2014          11          18                          77601.56
       2014          11          19                          83403.19
       2014          11          20                          90663.11
       2014          11          21                         100013.69
       2014          11          22                         110649.44
       2014          11          23                         123930.68
       2014          11          24                         139044.76
       2014          11          25                         157082.59
       2014          11          26                         178358.40
       2014          11          27                         202312.45
       2014          11          28                         229802.54
       2014          11          29                         260108.05
       2014          11          30                         293134.29
       2014          12           1                         331029.87
       2014          12           2                         372400.12
       2014          12           3                         416980.14
       2014          12           4                         464357.24
       2014          12           5                         514675.87
       2014          12           6                         568530.55
       2014          12           7                         624976.70
       2014          12           8                         684561.67
       2014          12           9                         745274.12
       2014          12          10                         806898.80
       2014          12          11                         870104.23
       2014          12          12                         932156.40
       2014          12          13                         993436.09
       2014          12          14                        1054177.87
       2014          12          15                        1113008.08
       2014          12          16                        1169044.97
       2014          12          17                        1222943.80
       2014          12          18                        1272772.39
       2014          12          19                        1317203.39
       2014          12          20                        1357655.31
       2014          12          21                        1393973.26
       2014          12          22                        1425797.30
       2014          12          23                        1451476.14
       2014          12          24                        1471444.92
       2014          12          25                        1486410.92
       2014          12          26                        1495019.32
       2014          12          27                        1498033.97
       2014          12          28                        1494679.94
       2014          12          29                        1484555.03
       2014          12          30                        1469930.68
       2014          12          31                        1450988.65
       2015           1           1                        1424611.26
       2015           1           2                        1393198.42
       2015           1           3                        1356954.45
       2015           1           4                        1316376.48
       2015           1           5                        1271484.06
       2015           1           6                        1222426.29
       2015           1           7                        1169530.27
       2015           1           8                        1112741.50
       2015           1           9                        1054063.40
       2015           1          10                         993840.83
       2015           1          11                         931118.45
       2015           1          12                         869000.10
       2015           1          13                         807115.42
       2015           1          14                         745281.92
       2015           1          15                         684710.24
       2015           1          16                         625765.99
       2015           1          17                         568206.20
       2015           1          18                         513341.65
       2015           1          19                         462731.59
       2015           1          20                         415079.57
       2015           1          21                         370251.51
       2015           1          22                         327889.35
       2015           1          23                         290447.77
       2015           1          24                         256201.33
       2015           1          25                         225058.31
       2015           1          26                         197739.65
       2015           1          27                         172571.58
       2015           1          28                         151254.55
       2015           1          29                         133005.26
       2015           1          30                         116514.83
       2015           1          31                         101771.65
       2015           2           1                          89536.04
       2015           2           2                          78898.97
       2015           2           3                          70017.80
       2015           2           4                          62430.70
       2015           2           5                          56358.58
       2015           2           6                          50776.14
       2015           2           7                          46405.96
       2015           2           8                          42773.52
       2015           2           9                          39302.00
       2015           2          10                          36367.46
       2015           2          11                          34075.76
       2015           2          12                          32261.52
       2015           2          13                          30579.46
       2015           2          14                          29176.62
       2015           2          15                          27849.59
       2015           2          16                          26881.37
       2015           2          17                          26270.07
       2015           2          18                          25679.75
       2015           2          19                          25157.71
       2015           2          20                          24686.73
       2015           2          21                          24231.86
       2015           2          22                          23998.72
       2015           2          23                          23833.80
       2015           2          24                          23678.83
       2015           2          25                          23538.46
       2015           2          26                          23335.69
       2015           2          27                          23294.84
       2015           2          28                          23109.18
       2015           3           1                          23121.92
       2015           3           2                          23065.23
       2015           3           3                          23100.78
       2015           3           4                          23117.04
       2015           3           5                          23240.27
       2015           3           6                          23247.38
       2015           3           7                          23193.84
       2015           3           8                          22987.69
       2015           3           9                          23026.95
       2015           3          10                          23015.13
       2015           3          11                          22878.00
       2015           3          12                          22988.61
       2015           3          13                          22962.92
       2015           3          14                          23076.68
       2015           3          15                          23110.41
       2015           3          16                          23127.44
       2015           3          17                          23133.84
       2015           3          18                          23172.63
       2015           3          19                          23440.70
       2015           3          20                          23526.55
       2015           3          21                          23569.06
       2015           3          22                          23619.88
       2015           3          23                          23667.34
       2015           3          24                          23893.27
       2015           3          25                          24099.39
       2015           3          26                          24277.38
       2015           3          27                          24511.70
       2015           3          28                          24761.52
       2015           3          29                          25068.15
       2015           3          30                          25952.67
       2015           3          31                          26518.04
       2015           4           1                          27227.85
       2015           4           2                          28144.64
       2015           4           3                          29013.47
       2015           4           4                          30218.57
       2015           4           5                          31430.38
       2015           4           6                          33125.41
       2015           4           7                          35047.00
       2015           4           8                          37219.56
       2015           4           9                          39825.51
       2015           4          10                          42993.31
       2015           4          11                          46669.77
       2015           4          12                          50790.29
       2015           4          13                          55917.83
       2015           4          14                          61748.18
       2015           4          15                          68231.07
       2015           4          16                          75738.15
       2015           4          17                          84104.04
       2015           4          18                          93796.15
       2015           4          19                         104000.30
       2015           4          20                         115664.55
       2015           4          21                         128825.88
       2015           4          22                         143627.25
       2015           4          23                         159492.64
       2015           4          24                         177053.19
       2015           4          25                         196104.01
       2015           4          26                         216975.53
       2015           4          27                         240060.93
       2015           4          28                         265088.12
       2015           4          29                         291287.31
       2015           4          30                         319906.86
       2015           5           1                         349830.20
       2015           5           2                         382554.05
       2015           5           3                         416961.52
       2015           5           4                         451617.25
       2015           5           5                         488955.76
       2015           5           6                         527355.22
       2015           5           7                         566773.72
       2015           5           8                         606708.32
       2015           5           9                         649034.84
       2015           5          10                         691250.92
       2015           5          11                         733957.81
       2015           5          12                         777006.86
       2015           5          13                         819712.41
       2015           5          14                         863099.02
       2015           5          15                         904406.78
       2015           5          16                         944384.50
       2015           5          17                         983804.65
       2015           5          18                        1021758.81
       2015           5          19                        1058544.84
       2015           5          20                        1093124.65
       2015           5          21                        1124264.87
       2015           5          22                        1154106.56
       2015           5          23                        1180004.69
       2015           5          24                        1203825.85
       2015           5          25                        1223931.46
       2015           5          26                        1241532.91
       2015           5          27                        1254382.09
       2015           5          28                        1263274.15
       2015           5          29                        1269518.24
       2015           5          30                        1271280.89
       2015           5          31                        1268618.88
       2015           6           1                        1262966.16
       2015           6           2                        1252536.57
       2015           6           3                        1238627.32
       2015           6           4                        1223023.07
       2015           6           5                        1202830.28
       2015           6           6                        1179626.09
       2015           6           7                        1153458.91
       2015           6           8                        1124535.04
       2015           6           9                        1092104.88
       2015           6          10                        1057772.49
       2015           6          11                        1021026.08
       2015           6          12                         983452.88
       2015           6          13                         944144.41
       2015           6          14                         902279.12
       2015           6          15                         860610.65
       2015           6          16                         818818.94
       2015           6          17                         776501.10
       2015           6          18                         733798.33
       2015           6          19                         690584.52
       2015           6          20                         648617.81
       2015           6          21                         608451.58
       2015           6          22                         567592.02
       2015           6          23                         528424.92
       2015           6          24                         490158.11
       2015           6          25                         453667.17
       2015           6          26                         417976.47
       2015           6          27                         385076.56
       2015           6          28                         353792.88
       2015           6          29                         323161.11
       2015           6          30                         295554.13
       2015           7           1                         269491.27
       2015           7           2                         245577.18
       2015           7           3                         223340.15
       2015           7           4                         202490.08
       2015           7           5                         183249.70
       2015           7           6                         165724.59
       2015           7           7                         150343.47
       2015           7           8                         136136.28
       2015           7           9                         124304.98
       2015           7          10                         113754.75
       2015           7          11                         104740.24
       2015           7          12                          97144.61
       2015           7          13                          89485.81
       2015           7          14                          83603.79
       2015           7          15                          78886.31
       2015           7          16                          75694.21
       2015           7          17                          73365.10
       2015           7          18                          71952.83
       2015           7          19                          71850.05
       2015           7          20                          72202.62
       2015           7          21                          72856.26
       2015           7          22                          75026.97
       2015           7          23                          77623.81
       2015           7          24                          81675.84
       2015           7          25                          85858.91
       2015           7          26                          91082.86
       2015           7          27                          97120.51
       2015           7          28                         103631.81
       2015           7          29                         111125.98
       2015           7          30                         119053.10
       2015           7          31                         128483.99
       2015           8           1                         139073.18
       2015           8           2                         149682.34
       2015           8           3                         161860.21
       2015           8           4                         174928.57
       2015           8           5                         188656.88
       2015           8           6                         203229.64
       2015           8           7                         219106.09
       2015           8           8                         236200.04
       2015           8           9                         253642.59
       2015           8          10                         271683.89
       2015           8          11                         290062.53
       2015           8          12                         309738.03
       2015           8          13                         331238.70
       2015           8          14                         352450.34
       2015           8          15                         376416.90
       2015           8          16                         400102.91
       2015           8          17                         425243.87
       2015           8          18                         449933.46
       2015           8          19                         475508.71
       2015           8          20                         502263.76
       2015           8          21                         528188.69
       2015           8          22                         554254.26
       2015           8          23                         581940.58
       2015           8          24                         609598.47
       2015           8          25                         637594.84
       2015           8          26                         664679.42
       2015           8          27                         692815.65
       2015           8          28                         720135.18
       2015           8          29                         747046.99
       2015           8          30                         773742.12
       2015           8          31                         799598.45
       2015           9           1                         825321.91
       2015           9           2                         849119.02
       2015           9           3                         872041.49
       2015           9           4                         893348.36
       2015           9           5                         913072.96
       2015           9           6                         931712.61
       2015           9           7                         949311.29
       2015           9           8                         965031.90
       2015           9           9                         979201.19
       2015           9          10                         991956.63
       2015           9          11                        1004036.21
       2015           9          12                        1012839.90
       2015           9          13                        1020011.96
       2015           9          14                        1025581.57
       2015           9          15                        1028178.44
       2015           9          16                        1028940.68
       2015           9          17                        1028395.24
       2015           9          18                        1025376.16
       2015           9          19                        1020090.98
       2015           9          20                        1012368.15
       2015           9          21                        1004062.98
       2015           9          22                         993401.17
       2015           9          23                         980795.56
       2015           9          24                         965628.67
       2015           9          25                         949356.91
       2015           9          26                         932269.22
       2015           9          27                         912254.37
       2015           9          28                         892048.04
       2015           9          29                         870194.25
       2015           9          30                         847639.16
       2015          10           1                         823213.40
       2015          10           2                         797649.48
       2015          10           3                         772516.66
       2015          10           4                         746370.07
       2015          10           5                         720059.88
       2015          10           6                         693526.14
       2015          10           7                         666708.99
       2015          10           8                         638623.72
       2015          10           9                         610991.97
       2015          10          10                         583684.80
       2015          10          11                         556492.40
       2015          10          12                         529053.93
       2015          10          13                         502946.52
       2015          10          14                         476344.33
       2015          10          15                         451035.10
       2015          10          16                         425474.47
       2015          10          17                         401408.99
       2015          10          18                         376818.56
       2015          10          19                         354125.38
       2015          10          20                         332044.24
       2015          10          21                         311161.33
       2015          10          22                         291286.80
       2015          10          23                         272408.21
       2015          10          24                         253951.74
       2015          10          25                         236988.28
       2015          10          26                         220686.55
       2015          10          27                         205131.01
       2015          10          28                         190860.98
       2015          10          29                         177178.98
       2015          10          30                         164533.70
       2015          10          31                         152576.62
       2015          11           1                         141842.77
       2015          11           2                         131403.15
       2015          11           3                         122101.02
       2015          11           4                         113410.43
       2015          11           5                         105782.79
       2015          11           6                          99307.47
       2015          11           7                          93376.46
       2015          11           8                          88418.69
       2015          11           9                          84088.74
       2015          11          10                          80599.22
       2015          11          11                          77618.18
       2015          11          12                          75650.06
       2015          11          13                          74670.59
       2015          11          14                          74733.23
       2015          11          15                          75460.02
       2015          11          16                          77382.07
       2015          11          17                          80197.03
       2015          11          18                          84224.19
       2015          11          19                          89513.71
       2015          11          20                          96791.15
       2015          11          21                         105605.95
       2015          11          22                         116309.42
       2015          11          23                         129551.71
       2015          11          24                         145292.68
       2015          11          25                         162909.94
       2015          11          26                         183139.32
       2015          11          27                         207409.65
       2015          11          28                         234514.59
       2015          11          29                         264436.79
       2015          11          30                         297399.59
       2015          12           1                         335008.40
       2015          12           2                         377137.98
       2015          12           3                         421342.21
       2015          12           4                         469443.68
       2015          12           5                         521097.02
       2015          12           6                         575650.36
       2015          12           7                         633651.51
       2015          12           8                         692034.57
       2015          12           9                         751848.79
       2015          12          10                         813971.15
       2015          12          11                         877901.89
       2015          12          12                         941148.69
       2015          12          13                        1002665.50
       2015          12          14                        1064087.97
       2015          12          15                        1122989.16
       2015          12          16                        1179309.63
       2015          12          17                        1233775.24
       2015          12          18                        1283848.89
       2015          12          19                        1330603.22
       2015          12          20                        1372048.17
       2015          12          21                        1408506.96
       2015          12          22                        1439052.00
       2015          12          23                        1465374.50
       2015          12          24                        1485269.28
       2015          12          25                        1499774.56
       2015          12          26                        1507978.12
       2015          12          27                        1511317.16
       2015          12          28                        1507261.10
       2015          12          29                        1497548.36
       2015          12          30                        1483219.02
       2015          12          31                        1463643.55
       2016           1           1                        1437549.41
       2016           1           2                        1405010.18
       2016           1           3                        1369195.17
       2016           1           4                        1328211.62
       2016           1           5                        1282271.49
       2016           1           6                        1232544.52
       2016           1           7                        1178068.33
       2016           1           8                        1122207.52
       2016           1           9                        1064207.90
       2016           1          10                        1003449.67
       2016           1          11                         940145.59
       2016           1          12                         877249.29
       2016           1          13                         815055.81
       2016           1          14                         752142.57
       2016           1          15                         691083.11
       2016           1          16                         632049.55
       2016           1          17                         573674.35
       2016           1          18                         518728.70
       2016           1          19                         466329.96
       2016           1          20                         417950.19
       2016           1          21                         372970.88
       2016           1          22                         332253.85
       2016           1          23                         294138.59
       2016           1          24                         260087.53
       2016           1          25                         228851.43
       2016           1          26                         202188.01
       2016           1          27                         177840.46
       2016           1          28                         156806.27
       2016           1          29                         138797.52
       2016           1          30                         122435.71
       2016           1          31                         108396.32
       2016           2           1                          96322.32
       2016           2           2                          86158.44
       2016           2           3                          77059.94
       2016           2           4                          69340.74
       2016           2           5                          62889.00
       2016           2           6                          57285.05
       2016           2           7                          52692.47
       2016           2           8                          49035.25
       2016           2           9                          46093.87
       2016           2          10                          43393.51
       2016           2          11                          41095.38
       2016           2          12                          39127.12
       2016           2          13                          37533.29
       2016           2          14                          36395.55
       2016           2          15                          35185.49
       2016           2          16                          34268.40
       2016           2          17                          33655.34
       2016           2          18                          33309.40
       2016           2          19                          32724.12
       2016           2          20                          32428.01
       2016           2          21                          32204.10
       2016           2          22                          31982.84
       2016           2          23                          31841.04
       2016           2          24                          31737.62
       2016           2          25                          31538.13
       2016           2          26                          31562.04
       2016           2          27                          31398.51
       2016           2          28                          31524.81
       2016           2          29                          31507.03
       2016           3           1                          31512.38
       2016           3           2                          31598.69
       2016           3           3                          31433.13
       2016           3           4                          31430.14
       2016           3           5                          31326.03
       2016           3           6                          31359.66
       2016           3           7                          31253.58
       2016           3           8                          31372.12
       2016           3           9                          31627.03
       2016           3          10                          31716.63
       2016           3          11                          31651.25
       2016           3          12                          31681.60
       2016           3          13                          31710.11
       2016           3          14                          31576.36
       2016           3          15                          31590.60
       2016           3          16                          31557.07
       2016           3          17                          31556.17
       2016           3          18                          31523.85
       2016           3          19                          31436.59
       2016           3          20                          31431.47
       2016           3          21                          31360.81
       2016           3          22                          31347.76
       2016           3          23                          31490.01
       2016           3          24                          31617.13
       2016           3          25                          31844.46
       2016           3          26                          31870.09
       2016           3          27                          32222.48
       2016           3          28                          32661.24
       2016           3          29                          33105.01
       2016           3          30                          33348.26
       2016           3          31                          33745.89
       2016           4           1                          34488.52
       2016           4           2                          35174.43
       2016           4           3                          36339.17
       2016           4           4                          37408.88
       2016           4           5                          38808.27
       2016           4           6                          40685.15
       2016           4           7                          42908.31
       2016           4           8                          45121.52
       2016           4           9                          47623.52
       2016           4          10                          50887.69
       2016           4          11                          54389.94
       2016           4          12                          58787.53
       2016           4          13                          63402.43
       2016           4          14                          69034.30
       2016           4          15                          75438.18
       2016           4          16                          82610.73
       2016           4          17                          90893.99
       2016           4          18                         100492.69
       2016           4          19                         111187.00
       2016           4          20                         122801.58
       2016           4          21                         135975.57
       2016           4          22                         150990.23
       2016           4          23                         167551.33
       2016           4          24                         185079.21
       2016           4          25                         203979.86
       2016           4          26                         224624.11
       2016           4          27                         247501.62
       2016           4          28                         271926.05
       2016           4          29                         298709.97
       2016           4          30                         326445.71
       2016           5           1                         356905.45
       2016           5           2                         388157.30
       2016           5           3                         421846.38
       2016           5           4                         456263.39
       2016           5           5                         493925.26
       2016           5           6                         532145.16
       2016           5           7                         571483.46
       2016           5           8                         611142.36
       2016           5           9                         652251.66
       2016           5          10                         695001.37
       2016           5          11                         737060.39
       2016           5          12                         780356.35
       2016           5          13                         823389.71
       2016           5          14                         865625.07
       2016           5          15                         907517.92
       2016           5          16                         948270.49
       2016           5          17                         987035.72
       2016           5          18                        1025194.66
       2016           5          19                        1061509.52
       2016           5          20                        1095877.69
       2016           5          21                        1128351.70
       2016           5          22                        1158545.55
       2016           5          23                        1185382.44
       2016           5          24                        1207657.97
       2016           5          25                        1227876.60
       2016           5          26                        1245351.53
       2016           5          27                        1258790.99
       2016           5          28                        1267417.58
       2016           5          29                        1273248.04
       2016           5          30                        1275224.68
       2016           5          31                        1273787.70
       2016           6           1                        1267066.13
       2016           6           2                        1258422.20
       2016           6           3                        1245273.78
       2016           6           4                        1229309.97
       2016           6           5                        1208824.14
       2016           6           6                        1185258.71
       2016           6           7                        1158845.08
       2016           6           8                        1130442.16
       2016           6           9                        1098415.48
       2016           6          10                        1064254.57
       2016           6          11                        1028360.70
       2016           6          12                         990193.42
       2016           6          13                         949715.96
       2016           6          14                         909529.78
       2016           6          15                         867836.10
       2016           6          16                         825725.46
       2016           6          17                         783980.23
       2016           6          18                         741022.57
       2016           6          19                         698140.69
       2016           6          20                         655932.25
       2016           6          21                         614199.60
       2016           6          22                         573044.00
       2016           6          23                         533059.43
       2016           6          24                         495678.00
       2016           6          25                         459361.76
       2016           6          26                         423863.52
       2016           6          27                         390746.96
       2016           6          28                         360007.75
       2016           6          29                         329969.37
       2016           6          30                         301571.18
       2016           7           1                         275683.11
       2016           7           2                         252295.37
       2016           7           3                         229736.49
       2016           7           4                         209322.70
       2016           7           5                         190543.50
       2016           7           6                         173012.16
       2016           7           7                         157949.97
       2016           7           8                         144226.34
       2016           7           9                         132034.31
       2016           7          10                         121735.88
       2016           7          11                         112003.07
       2016           7          12                         104335.47
       2016           7          13                          97195.43
       2016           7          14                          92028.74
       2016           7          15                          87532.28
       2016           7          16                          84099.27
       2016           7          17                          81952.70
       2016           7          18                          80458.05
       2016           7          19                          80383.33
       2016           7          20                          81001.47
       2016           7          21                          81966.19
       2016           7          22                          84106.06
       2016           7          23                          86996.81
       2016           7          24                          90709.17
       2016           7          25                          94876.59
       2016           7          26                          99646.27
       2016           7          27                         105862.16
       2016           7          28                         113070.77
       2016           7          29                         120260.70
       2016           7          30                         128743.51
       2016           7          31                         137897.44
       2016           8           1                         147550.10
       2016           8           2                         158231.42
       2016           8           3                         170168.44
       2016           8           4                         182962.06
       2016           8           5                         197677.63
       2016           8           6                         212764.43
       2016           8           7                         228280.35
       2016           8           8                         244437.43
       2016           8           9                         262078.80
       2016           8          10                         280651.65
       2016           8          11                         299984.04
       2016           8          12                         320030.05
       2016           8          13                         341156.13
       2016           8          14                         363456.95
       2016           8          15                         386327.35
       2016           8          16                         409527.01
       2016           8          17                         433407.73
       2016           8          18                         457390.99
       2016           8          19                         482274.24
       2016           8          20                         507971.49
       2016           8          21                         534972.76
       2016           8          22                         562202.01
       2016           8          23                         590471.52
       2016           8          24                         617515.38
       2016           8          25                         644644.76
       2016           8          26                         672476.43
       2016           8          27                         700343.41
       2016           8          28                         726682.07
       2016           8          29                         753079.26
       2016           8          30                         779251.68
       2016           8          31                         805290.43
       2016           9           1                         830848.58
       2016           9           2                         854247.14
       2016           9           3                         876951.99
       2016           9           4                         898251.09
       2016           9           5                         917813.06
       2016           9           6                         936265.86
       2016           9           7                         954859.11
       2016           9           8                         971262.58
       2016           9           9                         986204.53
       2016           9          10                         998467.63
       2016           9          11                        1009892.10
       2016           9          12                        1018344.75
       2016           9          13                        1026108.94
       2016           9          14                        1030633.63
       2016           9          15                        1033308.80
       2016           9          16                        1034023.14
       2016           9          17                        1033295.07
       2016           9          18                        1032112.27
       2016           9          19                        1026839.97
       2016           9          20                        1020242.61
       2016           9          21                        1011651.78
       2016           9          22                        1000680.75
       2016           9          23                         986680.74
       2016           9          24                         972635.47
       2016           9          25                         956808.14
       2016           9          26                         939431.78
       2016           9          27                         919851.22
       2016           9          28                         899383.85
       2016           9          29                         878927.38
       2016           9          30                         856510.38
       2016          10           1                         832351.11
       2016          10           2                         807134.51
       2016          10           3                         781924.27
       2016          10           4                         755689.04
       2016          10           5                         729546.11
       2016          10           6                         702417.79
       2016          10           7                         675699.97
       2016          10           8                         647061.83
       2016          10           9                         619623.26
       2016          10          10                         591253.18
       2016          10          11                         564565.79
       2016          10          12                         536804.49
       2016          10          13                         510792.73
       2016          10          14                         484299.00
       2016          10          15                         458820.42
       2016          10          16                         434080.39
       2016          10          17                         410594.07
       2016          10          18                         387170.69
       2016          10          19                         363665.20
       2016          10          20                         342724.71
       2016          10          21                         321608.02
       2016          10          22                         300933.20
       2016          10          23                         281575.59
       2016          10          24                         263643.87
       2016          10          25                         246059.13
       2016          10          26                         230002.17
       2016          10          27                         214304.09
       2016          10          28                         199618.32
       2016          10          29                         186252.20
       2016          10          30                         173021.28
       2016          10          31                         160665.71
       2016          11           1                         149650.74
       2016          11           2                         139687.54
       2016          11           3                         130963.72
       2016          11           4                         122825.40
       2016          11           5                         115061.14
       2016          11           6                         108108.64
       2016          11           7                         101883.23
       2016          11           8                          97053.75
       2016          11           9                          92681.90
       2016          11          10                          89293.07
       2016          11          11                          86282.42
       2016          11          12                          84213.60
       2016          11          13                          83189.56
       2016          11          14                          82733.26
       2016          11          15                          83562.33
       2016          11          16                          85737.11
       2016          11          17                          88523.11
       2016          11          18                          92437.20
       2016          11          19                          98877.39
       2016          11          20                         106061.75
       2016          11          21                         115089.21
       2016          11          22                         126468.98
       2016          11          23                         138816.79
       2016          11          24                         154539.23
       2016          11          25                         172792.14
       2016          11          26                         193725.13
       2016          11          27                         217176.07
       2016          11          28                         243718.12
       2016          11          29                         273899.84
       2016          11          30                         307435.17
       2016          12           1                         344887.79
       2016          12           2                         386206.99
       2016          12           3                         430366.70
       2016          12           4                         478448.01
       2016          12           5                         529367.47
       2016          12           6                         584077.11
       2016          12           7                         641166.63
       2016          12           8                         699515.48
       2016          12           9                         759296.47
       2016          12          10                         821654.78
       2016          12          11                         884612.52
       2016          12          12                         947364.82
       2016          12          13                        1010487.45
       2016          12          14                        1070059.42
       2016          12          15                        1129670.16
       2016          12          16                        1187864.44
       2016          12          17                        1242163.56
       2016          12          18                        1291539.99
       2016          12          19                        1337138.56
       2016          12          20                        1377747.48
       2016          12          21                        1413812.81
       2016          12          22                        1444978.95
       2016          12          23                        1470701.06
       2016          12          24                        1491652.36
       2016          12          25                        1505594.16
       2016          12          26                        1515192.08
       2016          12          27                        1518627.15
       2016          12          28                        1516645.09
       2016          12          29                        1508124.40
       2016          12          30                        1493963.13
       2016          12          31                        1473354.82
       2017           1           1                        1447768.50
       2017           1           2                        1416655.92
       2017           1           3                        1380778.59
       2017           1           4                        1339598.69
       2017           1           5                        1294037.43
       2017           1           6                        1243981.16
       2017           1           7                        1191121.20
       2017           1           8                        1135309.11
       2017           1           9                        1077692.70
       2017           1          10                        1016631.62
       2017           1          11                         954307.61
       2017           1          12                         891569.21
       2017           1          13                         827987.77
       2017           1          14                         766546.56
       2017           1          15                         704695.38
       2017           1          16                         643677.03
       2017           1          17                         585368.90
       2017           1          18                         531339.29
       2017           1          19                         479988.06
       2017           1          20                         431584.31
       2017           1          21                         386927.82
       2017           1          22                         345731.36
       2017           1          23                         307564.01
       2017           1          24                         273202.74
       2017           1          25                         242625.62
       2017           1          26                         214245.41
       2017           1          27                         189247.46
       2017           1          28                         167057.16
       2017           1          29                         148582.45
       2017           1          30                         132022.44
       2017           1          31                         118411.40
       2017           2           1                         106219.55
       2017           2           2                          95566.91
       2017           2           3                          86847.76
       2017           2           4                          79183.73
       2017           2           5                          73260.36
       2017           2           6                          67822.56
       2017           2           7                          62927.74
       2017           2           8                          59468.96
       2017           2           9                          55991.58
       2017           2          10                          53095.60
       2017           2          11                          50804.28
       2017           2          12                          48923.37
       2017           2          13                          47315.57
       2017           2          14                          46397.49
       2017           2          15                          45373.96
       2017           2          16                          44528.30
       2017           2          17                          43798.19
       2017           2          18                          43113.72
       2017           2          19                          42553.04
       2017           2          20                          42198.09
       2017           2          21                          41744.98
       2017           2          22                          41289.05
       2017           2          23                          41145.55
       2017           2          24                          41129.24
       2017           2          25                          41026.27
       2017           2          26                          40765.93
       2017           2          27                          40532.44
       2017           2          28                          40469.97
       2017           3           1                          40342.27
       2017           3           2                          40296.68
       2017           3           3                          40374.18
       2017           3           4                          40250.96
       2017           3           5                          40279.05
       2017           3           6                          40250.11
       2017           3           7                          40315.54
       2017           3           8                          40115.18
       2017           3           9                          40341.50
       2017           3          10                          40480.56
       2017           3          11                          40363.08
       2017           3          12                          40403.30
       2017           3          13                          40407.47
       2017           3          14                          40451.13
       2017           3          15                          40592.82
       2017           3          16                          40563.42
       2017           3          17                          40676.06
       2017           3          18                          40920.07
       2017           3          19                          40870.89
       2017           3          20                          41030.86
       2017           3          21                          41188.10
       2017           3          22                          41367.09
       2017           3          23                          41385.21
       2017           3          24                          41726.17
       2017           3          25                          41974.27
       2017           3          26                          42186.40
       2017           3          27                          42413.23
       2017           3          28                          42608.88
       2017           3          29                          43024.19
       2017           3          30                          43616.13
       2017           3          31                          44146.08
       2017           4           1                          45003.78
       2017           4           2                          45792.72
       2017           4           3                          46644.81
       2017           4           4                          47888.00
       2017           4           5                          49287.76
       2017           4           6                          50854.76
       2017           4           7                          52879.12
       2017           4           8                          55131.25
       2017           4           9                          57620.41
       2017           4          10                          60287.35
       2017           4          11                          64117.08
       2017           4          12                          68439.59
       2017           4          13                          73511.14
       2017           4          14                          78633.81
       2017           4          15                          84896.71
       2017           4          16                          92400.63
       2017           4          17                         100238.06
       2017           4          18                         109231.68
       2017           4          19                         119922.79
       2017           4          20                         131390.97
       2017           4          21                         144102.60
       2017           4          22                         158994.36
       2017           4          23                         174952.39
       2017           4          24                         192311.30
       2017           4          25                         211943.08
       2017           4          26                         233448.31
       2017           4          27                         256512.84
       2017           4          28                         281574.80
       2017           4          29                         308583.34
       2017           4          30                         337217.99
       2017           5           1                         367168.69
       2017           5           2                         399335.73
       2017           5           3                         433465.94
       2017           5           4                         469536.63
       2017           5           5                         506653.41
       2017           5           6                         544601.16
       2017           5           7                         584226.25
       2017           5           8                         624163.52
       2017           5           9                         667034.29
       2017           5          10                         709778.32
       2017           5          11                         752919.13
       2017           5          12                         795431.73
       2017           5          13                         838010.68
       2017           5          14                         879644.19
       2017           5          15                         922615.12
       2017           5          16                         962953.52
       2017           5          17                        1002870.74
       2017           5          18                        1040543.94
       2017           5          19                        1077005.61
       2017           5          20                        1111876.24
       2017           5          21                        1143268.29
       2017           5          22                        1173266.25
