
PUBLISHER                                LANGUAGE             GENRE                PERCENTAGE
Really Dumb Press                        Arabic               Fantasy                  0.0001
Really Dumb Press                        Arabic               Fiction                  0.0000
Really Dumb Press                        Arabic               Mystery                  0.0001
Really Dumb Press                        Arabic               Romance                  0.0000
Really Dumb Press                        Arabic               Science Fiction          0.0001
Really Dumb Press                        Arabic               Short Stories            0.0003
Really Dumb Press                        Arabic               Western                  0.0000
Really Dumb Press                        Arabic               -                        0.0009
Really Dumb Press                        Cantonese            Children's               0.0001
Really Dumb Press                        Cantonese            Fantasy                  0.0001
Really Dumb Press                        Cantonese            Fiction                  0.0000
Really Dumb Press                        Cantonese            Mystery                  0.0002
Really Dumb Press                        Cantonese            Romance                  0.0000
Really Dumb Press                        Cantonese            Science Fiction          0.0001
Really Dumb Press                        Cantonese            Short Stories            0.0003
Really Dumb Press                        Cantonese            Western                  0.0000
Really Dumb Press                        Cantonese            -                        0.0011
Really Dumb Press                        English              Children's               0.0007
Really Dumb Press                        English              Fantasy                  0.0003
Really Dumb Press                        English              Fiction                  0.0004
Really Dumb Press                        English              Mystery                  0.0007
Really Dumb Press                        English              Romance                  0.0003
Really Dumb Press                        English              Science Fiction          0.0006
Really Dumb Press                        English              Short Stories            0.0003
Really Dumb Press                        English              Western                  0.0005
Really Dumb Press                        English              -                        0.0040
Really Dumb Press                        Farsi                Children's               0.0000
Really Dumb Press                        Farsi                Fantasy                  0.0001
Really Dumb Press                        Farsi                Fiction                  0.0000
Really Dumb Press                        Farsi                Mystery                  0.0001
Really Dumb Press                        Farsi                Romance                  0.0000
Really Dumb Press                        Farsi                Science Fiction          0.0001
Really Dumb Press                        Farsi                Short Stories            0.0001
Really Dumb Press                        Farsi                Western                  0.0000
Really Dumb Press                        Farsi                -                        0.0007
Really Dumb Press                        French               Children's               0.0001
Really Dumb Press                        French               Fantasy                  0.0001
Really Dumb Press                        French               Fiction                  0.0002
Really Dumb Press                        French               Mystery                  0.0002
Really Dumb Press                        French               Romance                  0.0004
Really Dumb Press                        French               Science Fiction          0.0002
Really Dumb Press                        French               Short Stories            0.0002
Really Dumb Press                        French               Western                  0.0002
Really Dumb Press                        French               -                        0.0020
Really Dumb Press                        Hebrew               Children's               0.0000
Really Dumb Press                        Hebrew               Fantasy                  0.0001
Really Dumb Press                        Hebrew               Fiction                  0.0001
Really Dumb Press                        Hebrew               Mystery                  0.0001
Really Dumb Press                        Hebrew               Romance                  0.0000
Really Dumb Press                        Hebrew               Science Fiction          0.0003
Really Dumb Press                        Hebrew               Short Stories            0.0000
Really Dumb Press                        Hebrew               Western                  0.0000
Really Dumb Press                        Hebrew               -                        0.0008
Really Dumb Press                        Italian              Children's               0.0001
Really Dumb Press                        Italian              Fantasy                  0.0002
Really Dumb Press                        Italian              Fiction                  0.0001
Really Dumb Press                        Italian              Mystery                  0.0001
Really Dumb Press                        Italian              Romance                  0.0001
Really Dumb Press                        Italian              Science Fiction          0.0001
Really Dumb Press                        Italian              Short Stories            0.0000
Really Dumb Press                        Italian              Western                  0.0001
Really Dumb Press                        Italian              -                        0.0011
Really Dumb Press                        Japanese             Children's               0.0002
Really Dumb Press                        Japanese             Fantasy                  0.0001
Really Dumb Press                        Japanese             Fiction                  0.0001
Really Dumb Press                        Japanese             Mystery                  0.0001
Really Dumb Press                        Japanese             Romance                  0.0000
Really Dumb Press                        Japanese             Science Fiction          0.0006
Really Dumb Press                        Japanese             Short Stories            0.0009
Really Dumb Press                        Japanese             Western                  0.0000
Really Dumb Press                        Japanese             -                        0.0023
Really Dumb Press                        Korean               Children's               0.0002
Really Dumb Press                        Korean               Fantasy                  0.0000
Really Dumb Press                        Korean               Fiction                  0.0000
Really Dumb Press                        Korean               Mystery                  0.0001
Really Dumb Press                        Korean               Science Fiction          0.0004
Really Dumb Press                        Korean               Short Stories            0.0001
Really Dumb Press                        Korean               Western                  0.0000
Really Dumb Press                        Korean               -                        0.0011
Really Dumb Press                        Mandarin             Children's               0.0001
Really Dumb Press                        Mandarin             Fantasy                  0.0002
Really Dumb Press                        Mandarin             Fiction                  0.0001
Really Dumb Press                        Mandarin             Mystery                  0.0001
Really Dumb Press                        Mandarin             Romance                  0.0000
Really Dumb Press                        Mandarin             Science Fiction          0.0002
Really Dumb Press                        Mandarin             Short Stories            0.0002
Really Dumb Press                        Mandarin             Western                  0.0000
Really Dumb Press                        Mandarin             -                        0.0012
Really Dumb Press                        Russian              Children's               0.0003
Really Dumb Press                        Russian              Fantasy                  0.0002
Really Dumb Press                        Russian              Fiction                  0.0001
Really Dumb Press                        Russian              Mystery                  0.0001
Really Dumb Press                        Russian              Romance                  0.0001
Really Dumb Press                        Russian              Science Fiction          0.0003
Really Dumb Press                        Russian              Short Stories            0.0002
Really Dumb Press                        Russian              Western                  0.0000
Really Dumb Press                        Russian              -                        0.0015
Really Dumb Press                        Spanish              Children's               0.0001
Really Dumb Press                        Spanish              Fantasy                  0.0001
Really Dumb Press                        Spanish              Fiction                  0.0002
Really Dumb Press                        Spanish              Mystery                  0.0002
Really Dumb Press                        Spanish              Romance                  0.0001
Really Dumb Press                        Spanish              Science Fiction          0.0004
Really Dumb Press                        Spanish              Short Stories            0.0002
Really Dumb Press                        Spanish              Western                  0.0001
Really Dumb Press                        Spanish              -                        0.0018
Really Dumb Press                        Urdu                 Children's               0.0001
Really Dumb Press                        Urdu                 Fantasy                  0.0001
Really Dumb Press                        Urdu                 Fiction                  0.0001
Really Dumb Press                        Urdu                 Mystery                  0.0000
Really Dumb Press                        Urdu                 Romance                  0.0000
Really Dumb Press                        Urdu                 Science Fiction          0.0002
Really Dumb Press                        Urdu                 Short Stories            0.0000
Really Dumb Press                        Urdu                 Western                  0.0000
Really Dumb Press                        Urdu                 -                        0.0009
Really Dumb Press                        -                    Children's               0.0024
Really Dumb Press                        -                    Fantasy                  0.0021
Really Dumb Press                        -                    Fiction                  0.0018
Really Dumb Press                        -                    Mystery                  0.0027
Really Dumb Press                        -                    Romance                  0.0017
Really Dumb Press                        -                    Science Fiction          0.0041
Really Dumb Press                        -                    Short Stories            0.0032
Really Dumb Press                        -                    Western                  0.0015
Really Dumb Press                        -                    -                        0.0198
Turing Pages Press                       Arabic               Education                0.0111
Turing Pages Press                       Arabic               Science                  0.0040
Turing Pages Press                       Arabic               -                        0.0151
Turing Pages Press                       Cantonese            Education                0.0068
Turing Pages Press                       Cantonese            Science                  0.0036
Turing Pages Press                       Cantonese            -                        0.0105
Turing Pages Press                       English              Education                0.0378
Turing Pages Press                       English              Science                  0.0113
Turing Pages Press                       English              -                        0.0491
Turing Pages Press                       Farsi                Education                0.0081
Turing Pages Press                       Farsi                Science                  0.0033
Turing Pages Press                       Farsi                -                        0.0114
Turing Pages Press                       French               Education                0.0211
Turing Pages Press                       French               Science                  0.0076
Turing Pages Press                       French               -                        0.0287
Turing Pages Press                       Hebrew               Education                0.0060
Turing Pages Press                       Hebrew               Science                  0.0032
Turing Pages Press                       Hebrew               -                        0.0092
Turing Pages Press                       Italian              Education                0.0061
Turing Pages Press                       Italian              Science                  0.0061
Turing Pages Press                       Italian              -                        0.0122
Turing Pages Press                       Japanese             Education                0.0061
Turing Pages Press                       Japanese             Science                  0.0044
Turing Pages Press                       Japanese             -                        0.0105
Turing Pages Press                       Korean               Education                0.0127
Turing Pages Press                       Korean               Science                  0.0035
Turing Pages Press                       Korean               -                        0.0163
Turing Pages Press                       Mandarin             Education                0.0103
Turing Pages Press                       Mandarin             Science                  0.0044
Turing Pages Press                       Mandarin             -                        0.0148
Turing Pages Press                       Russian              Education                0.0086
Turing Pages Press                       Russian              Science                  0.0048
Turing Pages Press                       Russian              -                        0.0135
Turing Pages Press                       Spanish              Education                0.0158
Turing Pages Press                       Spanish              Science                  0.0054
Turing Pages Press                       Spanish              -                        0.0212
Turing Pages Press                       Urdu                 Education                0.0053
Turing Pages Press                       Urdu                 Science                  0.0029
Turing Pages Press                       Urdu                 -                        0.0083
Turing Pages Press                       -                    Education                0.1564
Turing Pages Press                       -                    Science                  0.0649
Turing Pages Press                       -                    -                        0.2214
-                                        Arabic               Children's               0.0010
-                                        Arabic               Education                0.0122
-                                        Arabic               Fantasy                  0.0031
-                                        Arabic               Fiction                  0.0051
-                                        Arabic               Historical               0.0032
-                                        Arabic               Multi-Cultural           0.0006
-                                        Arabic               Mystery                  0.0028
-                                        Arabic               Poetry                   0.0038
-                                        Arabic               Religious                0.0019
-                                        Arabic               Romance                  0.0034
-                                        Arabic               Science                  0.0083
-                                        Arabic               Science Fiction          0.0026
-                                        Arabic               Short Stories            0.0024
-                                        Arabic               Travel and Adventure     0.0011
-                                        Arabic               Western                  0.0009
-                                        Arabic               -                        0.0530
-                                        Cantonese            Children's               0.0008
-                                        Cantonese            Education                0.0076
-                                        Cantonese            Fantasy                  0.0040
-                                        Cantonese            Fiction                  0.0042
-                                        Cantonese            Historical               0.0026
-                                        Cantonese            Multi-Cultural           0.0008
-                                        Cantonese            Mystery                  0.0047
-                                        Cantonese            Poetry                   0.0048
-                                        Cantonese            Religious                0.0006
-                                        Cantonese            Romance                  0.0026
-                                        Cantonese            Science                  0.0077
-                                        Cantonese            Science Fiction          0.0029
-                                        Cantonese            Short Stories            0.0019
-                                        Cantonese            Travel and Adventure     0.0013
-                                        Cantonese            Western                  0.0020
-                                        Cantonese            -                        0.0491
-                                        English              Children's               0.0049
-                                        English              Education                0.0414
-                                        English              Fantasy                  0.0149
-                                        English              Fiction                  0.0231
-                                        English              Historical               0.0080
-                                        English              Multi-Cultural           0.0035
-                                        English              Mystery                  0.0157
-                                        English              Poetry                   0.0078
-                                        English              Religious                0.0024
-                                        English              Romance                  0.0138
-                                        English              Science                  0.0252
-                                        English              Science Fiction          0.0110
-                                        English              Short Stories            0.0036
-                                        English              Travel and Adventure     0.0028
-                                        English              Western                  0.0174
-                                        English              -                        0.1960
-                                        Farsi                Children's               0.0009
-                                        Farsi                Education                0.0089
-                                        Farsi                Fantasy                  0.0035
-                                        Farsi                Fiction                  0.0043
-                                        Farsi                Historical               0.0025
-                                        Farsi                Multi-Cultural           0.0009
-                                        Farsi                Mystery                  0.0041
-                                        Farsi                Poetry                   0.0043
-                                        Farsi                Religious                0.0011
-                                        Farsi                Romance                  0.0046
-                                        Farsi                Science                  0.0070
-                                        Farsi                Science Fiction          0.0028
-                                        Farsi                Short Stories            0.0011
-                                        Farsi                Travel and Adventure     0.0010
-                                        Farsi                Western                  0.0013
-                                        Farsi                -                        0.0487
-                                        French               Children's               0.0013
-                                        French               Education                0.0231
-                                        French               Fantasy                  0.0064
-                                        French               Fiction                  0.0094
-                                        French               Historical               0.0052
-                                        French               Multi-Cultural           0.0014
-                                        French               Mystery                  0.0101
-                                        French               Poetry                   0.0137
-                                        French               Religious                0.0005
-                                        French               Romance                  0.0241
-                                        French               Science                  0.0172
-                                        French               Science Fiction          0.0038
-                                        French               Short Stories            0.0014
-                                        French               Travel and Adventure     0.0013
-                                        French               Western                  0.0048
-                                        French               -                        0.1241
-                                        Hebrew               Children's               0.0008
-                                        Hebrew               Education                0.0065
-                                        Hebrew               Fantasy                  0.0039
-                                        Hebrew               Fiction                  0.0041
-                                        Hebrew               Historical               0.0039
-                                        Hebrew               Multi-Cultural           0.0015
-                                        Hebrew               Mystery                  0.0054
-                                        Hebrew               Poetry                   0.0047
-                                        Hebrew               Religious                0.0041
-                                        Hebrew               Romance                  0.0047
-                                        Hebrew               Science                  0.0062
-                                        Hebrew               Science Fiction          0.0034
-                                        Hebrew               Short Stories            0.0009
-                                        Hebrew               Travel and Adventure     0.0011
-                                        Hebrew               Western                  0.0007
-                                        Hebrew               -                        0.0526
-                                        Italian              Children's               0.0015
-                                        Italian              Education                0.0066
-                                        Italian              Fantasy                  0.0064
-                                        Italian              Fiction                  0.0049
-                                        Italian              Historical               0.0028
-                                        Italian              Multi-Cultural           0.0010
-                                        Italian              Mystery                  0.0071
-                                        Italian              Poetry                   0.0056
-                                        Italian              Religious                0.0015
-                                        Italian              Romance                  0.0072
-                                        Italian              Science                  0.0140
-                                        Italian              Science Fiction          0.0033
-                                        Italian              Short Stories            0.0012
-                                        Italian              Travel and Adventure     0.0022
-                                        Italian              Western                  0.0028
-                                        Italian              -                        0.0686
-                                        Japanese             Children's               0.0020
-                                        Japanese             Education                0.0067
-                                        Japanese             Fantasy                  0.0042
-                                        Japanese             Fiction                  0.0062
-                                        Japanese             Historical               0.0028
-                                        Japanese             Multi-Cultural           0.0007
-                                        Japanese             Mystery                  0.0041
-                                        Japanese             Poetry                   0.0073
-                                        Japanese             Religious                0.0008
-                                        Japanese             Romance                  0.0057
-                                        Japanese             Science                  0.0092
-                                        Japanese             Science Fiction          0.0080
-                                        Japanese             Short Stories            0.0055
-                                        Japanese             Travel and Adventure     0.0015
-                                        Japanese             Western                  0.0024
-                                        Japanese             -                        0.0678
-                                        Korean               Children's               0.0020
-                                        Korean               Education                0.0142
-                                        Korean               Fantasy                  0.0038
-                                        Korean               Fiction                  0.0038
-                                        Korean               Historical               0.0028
-                                        Korean               Multi-Cultural           0.0006
-                                        Korean               Mystery                  0.0050
-                                        Korean               Poetry                   0.0028
-                                        Korean               Religious                0.0005
-                                        Korean               Romance                  0.0033
-                                        Korean               Science                  0.0069
-                                        Korean               Science Fiction          0.0059
-                                        Korean               Short Stories            0.0012
-                                        Korean               Travel and Adventure     0.0012
-                                        Korean               Western                  0.0010
-                                        Korean               -                        0.0555
-                                        Mandarin             Children's               0.0007
-                                        Mandarin             Education                0.0113
-                                        Mandarin             Fantasy                  0.0056
-                                        Mandarin             Fiction                  0.0104
-                                        Mandarin             Historical               0.0041
-                                        Mandarin             Multi-Cultural           0.0025
-                                        Mandarin             Mystery                  0.0032
-                                        Mandarin             Poetry                   0.0034
-                                        Mandarin             Religious                0.0006
-                                        Mandarin             Romance                  0.0027
-                                        Mandarin             Science                  0.0092
-                                        Mandarin             Science Fiction          0.0045
-                                        Mandarin             Short Stories            0.0021
-                                        Mandarin             Travel and Adventure     0.0017
-                                        Mandarin             Western                  0.0018
-                                        Mandarin             -                        0.0643
-                                        Russian              Children's               0.0032
-                                        Russian              Education                0.0096
-                                        Russian              Fantasy                  0.0077
-                                        Russian              Fiction                  0.0076
-                                        Russian              Historical               0.0059
-                                        Russian              Multi-Cultural           0.0006
-                                        Russian              Mystery                  0.0040
-                                        Russian              Poetry                   0.0098
-                                        Russian              Religious                0.0009
-                                        Russian              Romance                  0.0064
-                                        Russian              Science                  0.0109
-                                        Russian              Science Fiction          0.0050
-                                        Russian              Short Stories            0.0016
-                                        Russian              Travel and Adventure     0.0019
-                                        Russian              Western                  0.0011
-                                        Russian              -                        0.0766
-                                        Spanish              Children's               0.0010
-                                        Spanish              Education                0.0169
-                                        Spanish              Fantasy                  0.0102
-                                        Spanish              Fiction                  0.0134
-                                        Spanish              Historical               0.0037
-                                        Spanish              Multi-Cultural           0.0008
-                                        Spanish              Mystery                  0.0066
-                                        Spanish              Poetry                   0.0051
-                                        Spanish              Religious                0.0006
-                                        Spanish              Romance                  0.0095
-                                        Spanish              Science                  0.0112
-                                        Spanish              Science Fiction          0.0044
-                                        Spanish              Short Stories            0.0021
-                                        Spanish              Travel and Adventure     0.0048
-                                        Spanish              Western                  0.0076
-                                        Spanish              -                        0.0983
-                                        Urdu                 Children's               0.0013
-                                        Urdu                 Education                0.0060
-                                        Urdu                 Fantasy                  0.0035
-                                        Urdu                 Fiction                  0.0059
-                                        Urdu                 Historical               0.0024
-                                        Urdu                 Multi-Cultural           0.0008
-                                        Urdu                 Mystery                  0.0031
-                                        Urdu                 Poetry                   0.0041
-                                        Urdu                 Religious                0.0008
-                                        Urdu                 Romance                  0.0039
-                                        Urdu                 Science                  0.0068
-                                        Urdu                 Science Fiction          0.0030
-                                        Urdu                 Short Stories            0.0008
-                                        Urdu                 Travel and Adventure     0.0010
-                                        Urdu                 Western                  0.0008
-                                        Urdu                 -                        0.0448
-                                        -                    Children's               0.0219
-                                        -                    Education                0.1714
-                                        -                    Fantasy                  0.0776
-                                        -                    Fiction                  0.1029
-                                        -                    Historical               0.0503
-                                        -                    Multi-Cultural           0.0159
-                                        -                    Mystery                  0.0763
-                                        -                    Poetry                   0.0776
-                                        -                    Religious                0.0167
-                                        -                    Romance                  0.0925
-                                        -                    Science                  0.1404
-                                        -                    Science Fiction          0.0611
-                                        -                    Short Stories            0.0263
-                                        -                    Travel and Adventure     0.0234
-                                        -                    Western                  0.0451
-                                        -                    -                        1.0000

  1018 record(s) selected.

