1584 29  86  101
1584 29  90  101
1584 34  38  59
1584 34  39  101
1584 34  56  101
1584 34  63  98
1584 36  39  101
1584 36  56  101
1584 38  59  85
1584 38  59  86
1584 38  59  90
1584 39  56  101
1584 39  85  101
1584 39  86  101
1584 39  90  101
1584 56  85  101
1584 56  86  101
1584 56  90  101
1584 59  63  99
1584 59  93  99
1584 63  85  98
1584 63  86  98
1584 63  90  98
1584 85  93  99
1584 90  93  99
1576 1   36  76
1576 2   3   63
1576 3   59  67
1576 16  39  90
1576 28  67  90
1572 1   10  24
1572 6   36  110
1572 10  36  56
1572 10  39  56
1572 13  63  85
1568 1   52  56
1568 3   23  36
1568 3   59  76
1564 1   24  52
1560 2   11  34
1560 2   11  85
1560 2   11  86
1560 3   39  63
1560 11  36  56
1560 34  38  76
1560 38  76  85
1560 38  76  86
1560 38  76  90
1560 85  93  110
1558 3   85  116
1558 3   86  116
1556 1   6   85
1556 3   28  85
1554 1   6   86
1552 1   6   36
1552 2   36  67
1552 2   36  76
1552 2   59  99
1552 3   23  93
1552 3   34  116
1552 24  34  56
1552 24  52  56
1552 24  56  85
1552 24  56  86
1552 28  67  76
1550 1   6   34
1548 2   3   28
1548 2   6   34
1548 2   6   86
1548 6   36  63
1544 1   61  110
1544 3   23  59
1544 3   90  116
1544 24  61  110
1544 34  56  111
1544 34  61  110
1544 36  56  111
1544 36  61  110
1544 39  56  111
1544 52  56  90
1544 56  85  111
1544 56  86  111
1544 61  85  110
1544 61  86  110
1544 61  90  110
1542 6   34  67
1542 6   67  85
1542 6   67  86
1540 10  56  90
1540 24  36  39
1536 1   34  59
1536 1   34  63
1536 1   59  85
1536 1   59  86
1536 1   63  85
1536 1   63  86
1536 3   23  90
1536 9   24  90
1536 24  56  90
1536 34  38  63
1536 34  93  99
1536 38  63  85
1536 38  63  86
1536 38  63  90
1536 53  110 116
1536 86  93  99
1528 11  28  34
1528 11  28  85
1528 11  28  86
1528 13  36  59
1528 34  52  63
1528 52  63  86
1524 3   39  93
1520 52  59  90
1518 6   34  76
1518 6   59  63
1518 6   76  85
1518 6   76  86
1516 9   34  59
1516 9   34  63
1516 9   59  86
1516 9   63  86
1516 10  52  85
1516 13  63  90
1512 1   66  110
1512 2   6   90
1512 2   11  28
1512 11  36  39
1512 11  39  56
1512 24  66  110
1512 34  66  110
1512 36  52  56
1512 36  66  110
1512 56  90  111
1512 66  85  110
1512 66  86  110
1512 66  90  110
1508 1   6   90
1508 3   28  34
1508 3   28  86
1508 10  52  86
1508 24  52  61
1508 52  61  85
1508 52  61  86
1504 2   10  34
1504 2   10  85
1504 2   10  86
1504 2   23  67
1504 2   23  76
1504 10  34  93
1504 10  85  93
1504 10  86  93
1504 52  63  93
1500 6   28  85
1500 10  36  93
1500 17  36  85
1500 17  36  86
1500 17  85  86
1498 10  34  52
1496 9   24  34
1496 9   24  86
1496 10  23  93
1496 10  59  93
1496 24  28  85
1496 28  76  90
1494 17  34  36
1494 17  34  85
1494 17  34  86
1492 34  43  85
1492 34  43  86
1492 43  85  86
1490 34  52  61
1488 1   24  56
1488 9   59  90
1488 9   63  90
1488 10  34  67
1488 10  67  85
1488 10  67  86
1488 24  34  114
1488 24  39  114
1488 24  85  114
1488 24  86  114
1488 34  93  98
1488 36  59  99
1488 36  85  99
1488 36  90  99
1488 36  93  99
1488 59  63  98
1488 59  93  98
1488 59  93  110
1488 63  93  99
1488 63  93  110
1488 85  93  98
1488 86  93  98
1488 90  93  98
1484 2   10  59
1480 2   10  36
1480 10  36  52
1480 28  59  67
1476 2   6   39
1476 3   28  39
1476 13  34  59
1476 13  59  86
1476 24  39  61
1476 39  52  61
1476 39  61  85
1476 39  61  86
1472 10  36  116
1472 10  85  116
1472 10  86  116
1472 90  93  110
1464 1   59  90
1464 1   63  90
1464 3   53  59
1464 3   53  63
1464 6   53  59
1464 6   53  63
1464 34  59  94
1464 34  63  94
1464 34  93  110
1464 36  52  93
1464 59  85  94
1464 59  86  94
1464 63  85  94
1464 63  86  94
1464 86  93  110
1460 2   3   93
1460 10  23  39
1460 10  36  67
1460 10  39  59
1458 6   67  90
1458 34  39  61
1456 2   24  28
1456 2   24  85
1456 2   59  98
1456 2   63  99
1456 3   63  67
1456 28  59  76
1456 39  59  99
1454 10  34  116
1452 2   6   28
1452 6   28  34
1450 6   28  86
1448 3   23  63
1448 3   24  36
1448 3   52  90
1448 3   63  76
1448 10  34  76
1448 10  76  85
1448 10  76  86
1448 36  52  63
1448 52  90  93
1444 10  23  90
1444 10  36  76
1444 10  90  93
1440 2   53  67
1440 2   53  76
1440 3   23  39
1440 13  36  53
1440 17  34  53
1440 17  34  90
1440 17  36  53
1440 17  36  90
1440 17  53  85
1440 17  53  86
1440 17  53  90
1440 17  85  90
1440 17  86  90
1440 24  39  66
1440 24  52  66
1440 29  61  66
1440 34  36  98
1440 34  36  99
1440 34  39  66
1440 34  52  66
1440 34  53  69
1440 34  53  77
1440 36  53  69
1440 36  53  77
1440 36  59  98
1440 36  85  98
1440 36  86  98
1440 36  86  99
1440 36  90  98
1440 36  93  98
1440 39  52  66
1440 39  66  85
1440 39  66  86
1440 52  66  85
1440 52  66  86
1440 53  69  85
1440 53  69  86
1440 53  69  90
1440 53  77  85
1440 53  77  86
1440 53  77  90
1440 58  59  85
1436 1   3   24
1434 6   76  90
1432 1   36  59
1432 1   36  63
1432 2   10  39
1432 2   52  59
1432 3   36  52
1432 10  90  116
1432 13  36  63
1432 28  63  67
1432 36  52  67
1432 52  63  67
1428 13  24  85
1424 2   10  23
1424 2   34  52
1424 2   39  52
1424 2   52  86
1422 3   10  85
1422 3   10  86
1420 9   39  85
1418 6   85  93
1416 2   11  90
1416 3   10  34
1416 6   28  39
1416 36  93  110
1416 39  52  56
1414 3   10  36
1414 3   36  116
1412 1   9   34
1412 1   9   85
1412 1   9   86
1408 2   34  114
1408 2   39  114
1408 2   67  114
1408 2   76  114
1408 2   85  114
1408 2   86  114
1408 3   36  67
1408 11  24  34
1408 11  24  85
1408 11  24  86
1408 16  34  36
1408 16  36  85
1408 16  36  86
1408 24  36  56
1408 28  63  76
1408 39  59  98
1408 52  63  76
1404 1   39  52
1404 2   3   36
1400 3   36  76
1400 10  23  63
1400 13  24  90
1400 16  36  90
1400 36  52  76
1398 6   23  34
1398 6   23  85
1398 6   23  86
1396 34  43  90
1396 43  85  90
1396 43  86  90
1392 2   6   59
1392 2   11  39
1392 3   39  53
1392 6   39  53
1392 11  28  39
1392 16  34  56
1392 16  56  85
1392 16  56  86
1392 23  34  99
1392 23  59  99
1392 23  85  99
1392 23  86  99
1392 23  90  99
1392 23  93  99
1392 36  38  67
1392 36  63  99
1392 53  67  110
1392 53  76  110
1392 58  63  85
1392 63  93  98
1392 67  90  114
1392 76  90  114
1388 6   39  59
1388 10  67  90
1384 2   10  90
1384 11  28  90
1384 16  56  90
1384 52  67  90
1380 6   28  90
1380 11  34  59
1380 11  34  63
1380 11  59  85
1380 11  59  86
1380 11  63  85
1380 11  63  86
1380 13  34  63
1380 13  63  86
1380 13  85  110
1376 1   9   90
1376 3   28  90
1376 13  90  110
1372 10  39  93
1370 6   34  93
1370 6   86  93
1368 1   29  110
1368 3   10  90
1368 6   36  93
1368 29  34  110
1368 29  36  110
1368 29  85  110
1368 29  86  110
1368 29  90  110
1368 34  67  102
1368 34  69  110
1368 34  77  110
1368 36  69  110
1368 36  77  110
1368 39  61  66
1368 52  61  66
1368 59  110 116
1368 67  85  102
1368 67  86  102
1368 69  85  110
1368 69  86  110
1368 69  90  110
1368 77  85  110
1368 77  86  110
1368 77  90  110
1366 6   85  116
1366 6   86  116
1364 1   9   36
1364 1   52  61
1364 36  52  61
1362 6   90  93
1360 2   63  98
1360 2   93  99
1360 6   34  116
1360 16  36  56
1360 36  38  59
1360 36  38  76
1360 39  63  99
1356 13  36  110
1352 1   38  67
1352 6   24  36
1352 6   90  116
1348 6   23  36
1348 9   36  59
1348 9   36  63
1348 10  76  90
1344 2   3   23
1344 2   28  99
1344 9   34  94
1344 9   85  94
1344 9   86  94
1344 23  34  98
1344 23  36  98
1344 23  36  99
1344 23  59  98
1344 23  85  98
1344 23  86  98
1344 23  90  98
1344 23  93  98
1344 24  34  101
1344 24  36  101
1344 24  52  101
1344 24  85  101
1344 24  86  101
1344 24  90  101
1344 28  53  67
1344 28  53  76
1344 28  85  99
1344 28  90  99
1344 34  52  101
1344 34  67  99
1344 34  76  99
1344 36  52  101
1344 36  63  98
1344 52  85  101
1344 52  86  101
1344 52  90  101
1344 63  110 116
1344 67  85  99
1344 67  86  99
1344 67  90  99
1344 76  85  99
1344 76  86  99
1344 76  90  99
1342 6   59  93
1336 1   67  110
1336 2   10  93
1336 38  67  110
1336 39  52  59
1334 6   23  93
1332 1   24  39
1332 1   39  61
1332 36  39  61
1328 2   52  93
1328 16  36  39
1328 16  39  56
1328 34  58  67
1328 52  61  90
1328 58  67  85
1328 58  67  86
1326 6   23  59
1324 10  52  90
1324 24  85  116
1324 24  86  116
1322 3   56  116
1320 1   38  59
1320 1   38  63
1320 1   38  76
1320 23  34  110
1320 23  85  110
1320 23  86  110
1320 23  93  110
1320 24  59  67
1318 6   36  116
1315 6   10  85
1313 6   10  86
1312 2   36  99
1312 2   52  67
1312 3   39  67
1312 3   39  76
1312 24  39  56
1312 34  37  85
1312 34  39  43
1312 34  56  67
1312 36  38  63
1312 39  43  85
1312 39  43  86
1312 39  63  98
1312 56  67  85
1312 56  67  86
1309 6   10  34
1308 9   85  110
1308 11  59  90
1308 11  63  90
1306 24  34  116
1304 1   10  110
1304 1   76  110
1304 6   10  36
1304 10  63  93
1304 24  28  34
1304 34  37  67
1304 34  37  86
1304 37  67  85
1304 37  67  86
1304 37  85  86
1304 39  52  93
1304 52  76  90
1296 1   24  69
1296 1   24  77
1296 1   24  95
1296 1   24  101
1296 1   29  52
1296 1   29  95
1296 1   34  69
1296 1   34  77
1296 1   34  95
1296 1   36  69
1296 1   36  77
1296 1   36  95
1296 1   39  66
1296 1   39  95
1296 1   52  66
1296 1   52  95
1296 1   52  101
1296 1   56  61
1296 1   56  66
1296 1   56  95
1296 1   61  95
1296 1   61  101
1296 1   66  95
1296 1   66  101
1296 1   69  85
1296 1   69  86
1296 1   69  90
1296 1   77  85
1296 1   77  86
1296 1   77  90
1296 1   85  95
1296 1   86  95
1296 1   90  95
1296 1   95  101
1296 2   3   53
1296 2   6   53
1296 2   11  53
1296 2   28  98
1296 2   53  99
1296 3   28  59
1296 3   67  93
1296 3   76  93
1296 9   58  85
1296 10  53  59
1296 10  53  63
1296 10  53  110
1296 11  34  53
1296 11  53  85
1296 11  53  86
1296 11  53  90
1296 23  63  99
1296 24  28  86
1296 24  29  39
1296 24  29  52
1296 24  29  56
1296 24  29  95
1296 24  29  101
1296 24  34  69
1296 24  34  77
1296 24  34  95
1296 24  36  59
1296 24  36  69
1296 24  36  77
1296 24  36  95
1296 24  39  95
1296 24  39  101
1296 24  52  95
1296 24  56  61
1296 24  56  66
1296 24  56  95
1296 24  56  101
1296 24  59  76
1296 24  61  95
1296 24  61  101
1296 24  66  95
1296 24  66  101
1296 24  69  85
1296 24  69  86
1296 24  69  90
1296 24  77  85
1296 24  77  86
1296 24  77  90
1296 24  85  95
1296 24  86  95
1296 24  90  95
1296 24  95  101
1296 28  34  98
1296 28  34  99
1296 28  39  99
1296 28  85  98
1296 28  86  98
1296 28  86  99
1296 28  90  98
1296 29  34  52
1296 29  34  95
1296 29  36  52
1296 29  36  95
1296 29  39  52
1296 29  39  61
1296 29  39  66
1296 29  39  95
1296 29  52  56
1296 29  52  61
1296 29  52  66
1296 29  52  85
1296 29  52  86
1296 29  52  90
1296 29  52  95
1296 29  52  101
1296 29  56  61
1296 29  56  66
1296 29  56  95
1296 29  61  95
1296 29  61  101
1296 29  66  95
1296 29  66  101
1296 29  85  95
1296 29  86  95
1296 29  90  95
1296 29  95  101
1296 34  36  95
1296 34  39  95
1296 34  52  95
1296 34  53  99
1296 34  56  61
1296 34  56  66
1296 34  56  95
1296 34  58  76
1296 34  61  95
1296 34  61  101
1296 34  66  95
1296 34  66  101
1296 34  67  98
1296 34  76  98
1296 34  85  95
1296 34  86  95
1296 34  90  95
1296 34  95  101
1296 36  39  66
1296 36  39  95
1296 36  52  66
1296 36  52  95
1296 36  56  61
1296 36  56  66
1296 36  56  95
1296 36  58  59
1296 36  61  95
1296 36  61  101
1296 36  66  95
1296 36  66  101
1296 36  85  95
1296 36  86  95
1296 36  90  95
1296 36  95  101
1296 39  52  95
1296 39  52  101
1296 39  56  61
1296 39  56  66
1296 39  56  95
1296 39  61  90
1296 39  61  95
1296 39  61  101
1296 39  66  90
1296 39  66  95
1296 39  66  101
1296 39  85  95
1296 39  86  95
1296 39  90  95
1296 39  95  101
1296 52  56  61
1296 52  56  66
1296 52  56  95
1296 52  56  101
1296 52  61  95
1296 52  61  101
1296 52  66  90
1296 52  66  95
1296 52  66  101
1296 52  85  95
1296 52  86  95
1296 52  90  95
1296 52  95  101
1296 53  85  99
1296 53  86  99
1296 53  90  99
1296 56  61  66
1296 56  61  85
1296 56  61  86
1296 56  61  90
1296 56  61  95
1296 56  61  101
1296 56  66  85
1296 56  66  86
1296 56  66  90
1296 56  66  95
1296 56  66  101
1296 56  85  95
1296 56  86  95
1296 56  90  95
1296 56  95  101
1296 58  76  85
1296 58  76  86
1296 59  67  110
1296 61  66  95
1296 61  66  101
1296 61  85  95
1296 61  85  101
1296 61  86  95
1296 61  86  101
1296 61  90  95
1296 61  90  101
1296 61  95  101
1296 66  85  95
1296 66  85  101
1296 66  86  95
1296 66  86  101
1296 66  90  95
1296 66  90  101
1296 66  95  101
1296 67  85  98
1296 67  86  98
1296 67  90  98
1296 76  85  98
1296 76  86  98
1296 76  90  98
1296 85  86  95
1296 85  90  95
1296 85  95  101
1296 86  90  95
1296 86  95  101
1296 90  95  101
1292 6   39  63
1288 2   3   67
1288 9   59  63
1288 10  39  52
1288 34  76  102
1288 56  93  110
1288 76  85  102
1288 76  86  102
1286 6   28  59
1286 13  59  63
1284 2   11  59
1284 2   11  63
1284 13  34  110
1284 13  86  110
1282 6   23  90
1280 2   36  52
1280 24  28  67
1280 24  38  67
1280 24  90  116
1280 38  59  110
1280 52  63  90
1280 58  67  102
1272 2   3   76
1272 2   6   63
1272 3   28  63
1272 24  59  94
1272 24  63  67
1272 24  63  94
1272 56  110 116
1272 59  76  110
1272 59  90  94
1272 63  67  110
1272 63  90  94
1268 1   24  116
1268 1   85  116
1268 1   86  116
1268 3   56  93
1268 10  39  63
1264 2   13  85
1264 2   23  99
1264 2   24  34
1264 2   24  39
1264 2   24  86
1264 2   36  98
1264 2   52  76
1264 2   93  98
1264 9   90  110
1264 11  24  90
1264 23  34  52
1264 23  52  59
1264 23  52  85
1264 23  52  86
1264 24  28  39
1264 34  56  76
1264 34  59  102
1264 34  63  102
1264 36  39  99
1264 39  93  99
1264 56  67  93
1264 56  76  85
1264 56  76  86
1264 56  76  93
1264 59  85  102
1264 59  86  102
1264 63  85  102
1264 63  86  102
1262 6   28  63
1256 23  36  52
1256 34  37  76
1256 37  67  76
1256 37  76  85
1256 37  76  86
1256 38  63  110
1256 38  76  110
1252 9   36  67
1252 9   36  76
1252 9   59  67
1252 9   59  76
1252 9   63  67
1252 9   63  76
1252 10  24  110
1250 1   34  116
1248 1   67  76
1248 2   24  67
1248 2   53  98
1248 3   28  53
1248 6   28  53
1248 9   24  53
1248 9   24  94
1248 9   53  94
1248 9   90  94
1248 11  28  53
1248 11  34  93
1248 11  39  53
1248 11  85  93
1248 11  86  93
1248 23  59  110
1248 23  63  98
1248 23  63  110
1248 24  36  63
1248 24  53  59
1248 24  53  63
1248 24  58  59
1248 24  63  76
1248 28  39  98
1248 28  53  98
1248 28  53  99
1248 34  53  98
1248 34  58  59
1248 34  67  107
1248 34  76  107
1248 34  85  107
1248 34  86  107
1248 36  58  63
1248 39  53  98
1248 39  53  99
1248 53  59  94
1248 53  63  94
1248 53  85  98
1248 53  86  98
1248 53  90  98
1248 58  59  86
1248 58  76  102
1248 63  76  110
1248 67  76  94
1248 67  76  107
1248 67  85  107
1248 67  86  107
1248 76  85  107
1248 76  86  107
1248 85  86  107
1246 1   6   24
1246 6   63  93
1244 2   10  63
1244 10  59  67
1243 6   10  90
1242 11  59  63
1240 3   39  52
1240 11  34  116
1240 11  85  116
1240 11  86  116
1240 11  90  116
1240 56  59  110
1240 56  63  110
1236 9   36  110
1236 11  28  59
1236 11  28  63
1236 13  24  86
1236 34  52  114
1236 52  85  114
1236 52  86  114
1232 1   59  110
1232 1   63  110
1232 1   90  116
1232 10  59  76
1232 23  90  110
1232 24  58  67
1232 24  67  102
1232 34  67  116
1232 67  85  116
1232 67  86  116
1232 67  90  116
1230 6   23  63
1230 13  24  34
1228 9   34  39
1228 9   39  86
1228 24  36  116
1224 3   59  116
1224 11  56  116
1224 13  34  67
1224 13  67  85
1224 13  67  86
1224 23  36  110
1224 24  29  110
1224 24  38  59
1220 6   23  39
1216 2   23  98
1216 23  39  98
1216 23  39  99
1216 36  39  98
1216 39  43  90
1216 39  93  98
1212 9   34  110
1212 9   85  93
1212 9   86  110
1208 6   39  93
1208 13  34  94
1208 13  85  94
1208 13  86  94
1208 24  34  37
1208 24  37  85
1208 52  85  110
1208 56  67  90
1204 13  39  85
1200 2   24  76
1200 2   34  37
1200 2   37  67
1200 2   37  85
1200 2   37  86
1200 3   56  59
1200 3   56  63
1200 3   63  116
1200 9   24  58
1200 24  28  76
1200 24  37  67
1200 24  37  86
1200 24  38  76
1200 24  58  63
1200 24  58  76
1200 24  90  114
1200 28  85  110
1200 34  58  63
1200 34  76  116
1200 58  59  102
1200 58  63  86
1200 58  63  102
1200 76  85  116
1200 76  86  116
1200 76  90  116
1198 44  85  86
1193 34  44  85
1192 2   13  39
1192 2   13  90
1192 2   52  63
1192 2   85  110
1192 3   24  39
1192 13  67  90
1192 23  56  110
1192 24  28  90
1192 39  52  67
1192 39  52  76
1192 39  93  110
1189 34  44  86
1188 24  59  63
1184 13  28  85
1184 13  34  76
1184 13  76  85
1184 13  76  86
1176 2   90  110
1176 11  24  39
1176 11  59  93
1176 11  63  93
1176 24  38  63
1172 1   36  116
1172 9   39  67
1172 9   39  76
1168 2   13  28
1168 2   59  110
1168 23  52  67
1168 23  52  76
1166 6   67  76
1160 3   11  34
1160 3   11  85
1160 3   11  86
1160 13  24  94
1160 13  90  94
1160 16  24  34
1160 16  24  85
1160 16  24  86
1160 56  76  90
1156 1   9   110
1152 1   9   53
1152 1   53  67
1152 1   53  76
1152 2   11  93
1152 2   24  90
1152 2   37  76
1152 3   53  67
1152 3   53  76
1152 6   53  67
1152 6   53  76
1152 9   36  53
1152 9   36  58
1152 9   53  67
1152 9   53  76
1152 10  53  116
1152 13  53  110
1152 13  76  90
1152 17  34  110
1152 17  36  110
1152 17  53  110
1152 17  85  110
1152 17  86  110
1152 17  90  110
1152 24  37  76
1152 24  59  110
1152 24  76  102
1152 28  36  110
1152 28  59  99
1152 28  63  99
1152 38  59  67
1152 53  69  110
1152 53  77  110
1152 59  67  99
1152 59  76  99
1152 67  76  99
1152 67  76  110
1148 2   6   36
1148 13  24  36
1148 34  36  43
1148 36  43  85
1148 36  43  86
1148 36  43  90
1144 2   9   85
1144 2   63  110
1144 11  36  116
1144 28  59  110
1144 34  36  117
1144 34  85  117
1144 34  86  117
1144 36  85  117
1144 36  86  117
1144 39  52  63
1144 56  59  67
1144 56  63  67
1144 85  86  117
1140 1   3   110
1136 6   52  85
1136 9   34  38
1136 9   38  85
1136 9   38  86
1136 9   38  90
1136 13  53  59
1136 13  53  63
1136 24  36  67
1132 1   10  61
1132 10  24  61
1132 10  36  61
1132 10  61  85
1132 10  61  86
1130 6   56  116
1128 3   53  110
1128 6   53  110
1128 9   34  102
1128 9   85  102
1128 9   86  102
1128 11  39  59
1128 11  39  63
1128 24  63  110
1128 38  59  76
1128 38  67  76
1120 2   67  99
1120 2   76  99
1120 2   90  114
1120 2   93  110
1120 9   39  90
1120 10  28  34
1120 10  28  85
1120 10  39  116
1120 13  24  53
1120 13  36  58
1120 13  39  90
1120 13  53  94
1120 13  58  85
1120 28  34  37
1120 28  37  85
1120 28  63  110
1120 34  54  67
1120 34  54  76
1120 34  54  85
1120 34  54  86
1120 34  54  90
1120 39  59  110
1120 39  63  110
1120 52  90  110
1120 54  67  76
1120 54  67  85
1120 54  67  86
1120 54  67  90
1120 54  76  85
1120 54  76  86
1120 54  76  90
1120 54  85  86
1120 54  85  90
1120 54  86  90
1120 56  59  76
1120 56  63  76
1118 6   59  67
1116 6   36  52
1116 34  59  114
1116 59  67  114
1116 59  76  114
1116 59  85  114
1116 59  86  114
1114 6   56  93
1114 10  34  61
1112 3   11  90
1112 9   24  36
1112 10  28  86
1112 13  28  90
1112 24  28  37
1112 24  67  110
1112 28  37  67
1112 28  37  86
1112 28  90  110
1112 34  52  110
1112 34  111 116
1112 36  52  110
1112 36  111 116
1112 52  86  110
1112 85  111 116
1112 86  111 116
1110 6   23  56
1110 6   59  76
1108 2   6   93
1108 2   13  59
1108 39  52  114
1106 3   93  116
1104 1   59  67
1104 1   59  76
1104 1   63  67
1104 1   63  76
1104 2   24  37
1104 2   28  37
1104 3   53  116
1104 6   53  116
1104 9   34  58
1104 9   58  86
1104 9   58  102
1104 11  28  93
1104 11  53  59
1104 11  53  63
1104 11  90  93
1104 23  53  110
1104 24  36  76
1104 28  34  110
1104 28  59  98
1104 28  63  98
1104 28  86  110
1104 34  90  107
1104 34  90  117
1104 36  90  117
1104 38  63  67
1104 53  56  110
1104 53  59  99
1104 53  63  99
1104 53  93  110
1104 58  59  90
1104 59  67  98
1104 59  76  98
1104 67  76  98
1104 67  90  107
1104 76  90  107
1104 85  90  107
1104 85  90  117
1104 86  90  107
1104 86  90  117
1104 90  111 116
1096 2   9   39
1096 2   28  110
1096 2   34  110
1096 2   86  110
1096 6   24  39
1096 6   28  36
1096 10  61  90
1096 11  34  67
1096 11  67  85
1096 11  67  86
1096 13  28  39
1096 23  39  110
1096 28  93  110
1094 3   39  116
1094 6   39  116
1092 6   36  67
1092 10  34  38
1092 10  38  85
1092 10  38  90
1092 28  34  114
1092 28  39  114
1092 28  67  114
1092 28  76  114
1092 28  85  114
1092 28  86  114
1092 34  36  114
1092 36  85  114
1092 36  86  114
1092 38  59  63
1088 1   9   38
1088 1   24  67
1088 2   6   23
1088 2   52  90
1088 36  59  102
1088 36  63  102
1088 39  111 116
1088 56  111 116
1086 6   52  86
1084 6   36  76
1084 10  28  36
1084 10  38  86
1084 10  56  116
1082 6   34  52
1080 1   6   110
1080 1   10  66
1080 1   69  110
1080 1   77  110
1080 3   24  52
1080 10  24  66
1080 10  34  66
1080 10  36  66
1080 10  66  85
1080 10  66  86
1080 10  66  90
1080 11  39  116
1080 13  34  38
1080 13  38  85
1080 13  38  86
1080 13  38  90
1080 24  69  110
1080 24  77  110
1080 38  63  76
1080 39  110 116
1080 59  94  102
1080 61  66  110
1080 63  94  102
1076 10  28  59
1076 24  61  102
1076 61  85  102
1076 61  86  102
1074 3   9   85
1072 2   13  34
1072 2   13  86
1072 2   67  98
1072 2   76  98
1072 3   23  56
1072 3   24  110
1072 10  85  102
1072 13  24  58
1072 13  58  90
1072 14  34  85
1072 14  34  90
1072 14  85  90
1072 23  52  63
1072 23  52  93
1072 23  56  67
1072 23  56  76
1072 28  67  93
1072 28  76  93
1064 2   34  111
1064 2   36  111
1064 2   85  111
1064 2   86  111
1064 10  86  102
1064 13  36  93
1064 13  85  93
1064 14  34  86
1064 14  85  86
1064 14  86  90
1064 28  37  76
1064 36  56  67
1064 36  56  76
1060 3   28  36
1060 3   28  93
1058 34  61  102
1056 1   24  59
1056 1   24  63
1056 1   24  76
1056 2   10  28
1056 2   24  114
1056 2   28  114
1056 2   37  39
1056 2   37  114
1056 3   23  53
1056 3   53  56
1056 3   53  93
1056 6   23  53
1056 6   53  56
1056 6   53  93
1056 9   24  67
1056 9   24  76
1056 9   53  110
1056 9   58  90
1056 10  36  38
1056 10  59  116
1056 11  34  76
1056 11  76  85
1056 11  76  86
1056 13  36  38
1056 17  34  59
1056 17  34  63
1056 17  36  59
1056 17  36  63
1056 17  59  85
1056 17  59  86
1056 17  63  85
1056 17  63  86
1056 24  28  114
1056 24  37  39
1056 24  37  114
1056 24  39  67
1056 24  39  76
1056 24  67  114
1056 24  76  114
1056 28  37  39
1056 28  37  114
1056 34  37  39
1056 34  37  114
1056 36  59  94
1056 36  63  94
1056 36  90  114
1056 37  39  67
1056 37  39  76
1056 37  39  85
1056 37  39  86
1056 37  39  114
1056 37  67  114
1056 37  76  114
1056 37  85  114
1056 37  86  114
1056 53  59  98
1056 53  63  98
1056 58  59  94
1056 58  63  90
1056 58  63  94
1056 59  67  116
1056 59  76  116
1056 63  67  99
1056 63  76  99
1056 93  110 116
1054 10  34  102
1050 6   34  94
1050 6   85  94
1048 2   36  110
1048 2   59  111
1048 3   34  94
1048 3   85  94
1048 3   86  94
1048 6   86  94
1048 13  39  59
1048 13  59  93
1048 16  24  39
1048 28  34  94
1048 28  39  110
1048 28  85  94
1048 34  59  111
1048 36  59  111
1048 41  85  90
1048 59  85  111
1048 59  86  111
1046 6   56  59
1046 6   56  63
1040 2   93  111
1040 3   24  67
1040 9   36  38
1040 13  90  93
1040 15  34  67
1040 15  34  76
1040 15  34  85
1040 15  34  86
1040 15  67  76
1040 15  67  85
1040 15  67  86
1040 15  76  85
1040 15  76  86
1040 15  85  86
1040 24  58  61
1040 28  86  94
1040 34  43  56
1040 34  58  61
1040 34  93  111
1040 36  58  67
1040 36  67  116
1040 36  93  111
1040 43  56  85
1040 43  56  86
1040 43  56  90
1040 58  61  85
1040 58  61  86
1040 58  61  102
1040 67  94  102
1040 85  93  111
1040 86  93  111
1036 10  36  102
1034 3   10  39
1032 1   59  63
1032 2   16  28
1032 2   16  34
1032 2   16  85
1032 2   16  86
1032 2   90  111
1032 3   59  110
1032 6   59  116
1032 16  28  34
1032 16  28  85
1032 16  28  86
1032 24  59  102
1032 24  63  102
1032 24  76  110
1032 28  52  85
1032 59  90  111
1028 10  28  63
1026 3   9   34
1026 3   9   86
1024 2   56  110
1024 3   34  38
1024 3   38  85
1024 3   38  86
1024 3   38  90
1024 9   38  110
1024 10  34  58
1024 10  36  58
1024 10  58  85
1024 10  58  86
1024 11  24  52
1024 11  34  52
1024 11  52  85
1024 11  52  86
1024 13  24  110
1024 14  34  52
1024 14  52  85
1024 14  52  90
1024 34  37  90
1024 34  39  107
1024 36  39  43
1024 36  67  102
1024 37  85  90
1024 39  67  98
1024 39  67  99
1024 39  67  107
1024 39  76  98
1024 39  76  99
1024 39  76  107
1024 39  85  107
1024 39  86  107
1024 59  93  111
1020 1   10  38
1020 1   13  36
1020 1   13  85
1020 1   13  86
1020 3   63  110
1020 9   34  93
1020 9   86  93
1020 10  28  39
1020 11  56  59
1020 11  56  63
1020 34  63  114
1020 63  67  114
1020 63  76  114
1020 63  85  114
1020 63  86  114
1016 3   24  76
1016 6   11  34
1016 6   11  85
1016 6   11  86
1016 6   11  90
1016 9   24  102
1016 10  23  28
1016 10  67  76
1016 14  34  36
1016 14  36  52
1016 14  36  85
1016 14  36  86
1016 14  36  90
1016 14  52  86
1016 16  24  90
1016 24  34  117
1016 24  36  117
1016 24  85  117
1016 24  86  117
1016 37  67  90
1016 37  86  90
1014 1   13  34
1014 36  44  85
1014 36  44  86
1012 2   13  63
1012 3   85  99
1012 3   90  99
1012 9   67  93
1012 9   76  93
1012 13  28  59
1012 13  28  63
1012 13  39  86
1012 34  44  59
1012 44  59  85
1012 44  59  86
1008 1   13  38
1008 1   13  90
